group_code,site_code,marine_site_name,site_filename,marine_sort_order,marine_common_season,marine_season_code,survey_date,target_assemblage,species_code,quadrat_code,method_code,percent_cover,load_date
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,ENDMUR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,ENPEPH,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,FILRED,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,FUCGAR,1,LAY,62,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,GASSUB,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,GELPTE,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,GLOFUR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,HALGLA,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,HALICL,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,HALSTE,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,HEDSES,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,HENSPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,HESCAL,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,KATTUN,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,LEPSPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,LEPTAS,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,LICHEN,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,LIMPET,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,LOTGIG,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,MASSPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,MAZAFF,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,MAZLEP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,MAZPAR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,MAZSPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,MICBOR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,MOPSPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,MYTCAL,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,MYTTRO,1,LAY,24,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,NEMHEL,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,NEOLAR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,NEOODO,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,NONCRU,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,NONE,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,NUTSPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,OSMLAU,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,OTHALG,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,OTHBAR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,OTHBRO,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,OTHGRE,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,OTHINV,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,OTHRED,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,OTHSEA,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,OTHSPO,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,PATMIN,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,PELHYB,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,PELLIM,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,PETRUG,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,PHRSAB,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,PHYSPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,PISOCH,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,POLPOL,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,PORSPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,PRISPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,ROCK,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,SAND,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,SARMUT,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,SCYSPP,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,SEMCAR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,SEPBRA,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,SILCOM,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,STRPUR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,TAR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,TETRUB,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,ULVENT,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,UNIDEN,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,ZONFAR,1,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,ACRSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,ALAMAR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,ANAJAP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,ANTELE,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,ANTXAN,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,ARTCOR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,BALCRE,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,BALGLA,2,LAY,49,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,CALPIK,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,CAUUST,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,CHITON,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,CHOCAN,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,CHOSPI,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,CHOSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,CHTBAL,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,CHTDAL,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,CLACOL,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,COLLEA,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,COLPOM,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,CRAGIG,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,CRUCOR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,CRYHYM,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,CRYWOO,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,CUMAND,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,DEABAL,2,LAY,2,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,DEACHT,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,DEACRA,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,DEADCB,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,DEAINV,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,DEAMCA,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,DEAMTR,2,LAY,1,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,DEASEM,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,DEATET,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,DICSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,DILCAL,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,EGRMEN,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,EISARB,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,ENDMUR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,ENPEPH,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,FILRED,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,FUCGAR,2,LAY,17,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,GASSUB,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,GELPTE,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,GLOFUR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,HALGLA,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,HALICL,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,HALSTE,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,HEDSES,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,HENSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,HESCAL,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,KATTUN,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,LEPSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,LEPTAS,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,LICHEN,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,LIMPET,2,LAY,2,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,LOTGIG,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,MASSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,MAZAFF,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,MAZLEP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,MAZPAR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,MAZSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,MICBOR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,MOPSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,MYTCAL,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,MYTTRO,2,LAY,10,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,NEMHEL,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,NEOLAR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,NEOODO,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,NONCRU,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,NONE,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,NUTSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,OSMLAU,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,OTHALG,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,OTHBAR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,OTHBRO,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,OTHGRE,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,OTHINV,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,OTHRED,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,OTHSEA,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,OTHSPO,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,PATMIN,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,PELHYB,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,PELLIM,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,PETRUG,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,PHRSAB,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,PHYSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,PISOCH,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,POLPOL,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,PORSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,PRISPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,ROCK,2,LAY,19,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,SAND,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,SARMUT,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,SCYSPP,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,SEMCAR,2,LAY,0,10/24/2023 14:53
UCSC,POP,Post Point,postpoint,3080,170,SU23,6/18/2023,chthamalus_balanus,SEPBRA,2,LAY,0,10/24/2023 14:53
